name,description,logoid,update_mode,type,typespecs,dps_common_stock_prim_issue_fy,fundamental_currency_code,dps_common_stock_prim_issue_fq,dividends_yield_current,dividends_yield,dividend_payout_ratio_ttm,dps_common_stock_prim_issue_yoy_growth_fy,continuous_dividend_payout,continuous_dividend_growth
IP,International Paper Company,international-paper,streaming,stock,common,1.85,USD,0.4625,3.28305,3.2830524,117.56481952,0,20,0
IPA,ImmunoPrecise Antibodies Ltd.,immunoprecise-antibodies,streaming,stock,common,0,USD,0,0,,0,,0,0
IPAR,"Interparfums, Inc.",inter-parfums,streaming,stock,common,3,USD,0.75,2.15952,2.303484,58.90437856,20,20,4
IPDN,"Professional Diversity Network, Inc.",professional-diversity-network,streaming,stock,common,0,USD,0,0,,0,,0,0
IPG,"Interpublic Group of Companies, Inc. (The)",interpublic-group-cos,streaming,stock,common,1.32,USD,0.33,4.81752,4.8175187,72.22982216,6.4516129,14,12
IPGP,IPG Photonics Corporation,ipg-photonics,streaming,stock,common,0,USD,0,0,,0,,0,0
IPI,"Intrepid Potash, Inc",intrepid-potash,streaming,stock,common,0,USD,0,0,,0,,0,0
IPM,Intelligent Protection Management Corp.,paltalk,streaming,stock,common,0,USD,0,0,,0,,0,0
IPSC,"Century Therapeutics, Inc.",century-therapeutics,streaming,stock,common,0,USD,0,0,,0,,0,0
IPW,iPower Inc.,ipower,streaming,stock,common,0,USD,0,0,,0,,0,0
IPWR,Ideal Power Inc.,ideal-power,streaming,stock,common,0,USD,0,0,,0,,0,0
IPXX,Inflection Point Acquisition Corp. II,inflection-point-acquisition-ii,streaming,stock,common,0,USD,0,0,,0,,0,0
IQV,"IQVIA Holdings, Inc.",iqvia,streaming,stock,common,0,USD,0,0,,0,,0,0
IR,Ingersoll Rand Inc.,ingersoll-rand,streaming,stock,common,0.08,USD,0.02,0.0943619,0.09436188,3.88424937,0,4,0
IRBT,iRobot Corporation,irobot,streaming,stock,common,0,USD,0,0,,0,,0,0
IRD,"Opus Genetics, Inc.",ocuphire-pharma,streaming,stock,common,0,USD,0,0,,0,,0,0
IRDM,Iridium Communications Inc,iridium-communications,streaming,stock,common,0.55,USD,0.14,1.74271,1.7427124,57.99240827,5.76923077,3,2
IREN,IREN Limited,iris-energy,streaming,stock,common,0,USD,0,0,,0,,0,0
IRIX,IRIDEX Corporation,iridex,streaming,stock,common,0,USD,0,0,,0,,0,0
IRMD,iRadimed Corporation,iradimed,streaming,stock,common,0.45,USD,0.15,1.15006,1.150065,29.92419205,200,2,1
IROH,Iron Horse Acquisitions Corp.,iron-horse-acquisitions,streaming,stock,common,0,USD,0,0,,0,,0,0
IRON,"Disc Medicine, Inc.",disc-medicine,streaming,stock,common,0,USD,0,0,,0,,0,0
IROQ,"IF Bancorp, Inc.",if-bancorp,streaming,stock,common,0.4,USD,0.2,1.64406,1.644061,43.05705059,0,11,0
IRTC,"iRhythm Technologies, Inc.",irhythm-technologies,streaming,stock,common,0,USD,0,0,,0,,0,0
IRWD,"Ironwood Pharmaceuticals, Inc.",ironwood-pharmaceuticals,streaming,stock,common,0,USD,0,0,,0,,0,0
ISPC,iSpecimen Inc.,,streaming,stock,common,0,USD,0,0,,0,,0,0
ISPO,Inspirato Incorporated,inspirato-incorporated,streaming,stock,common,0,USD,0,0,,0,,0,0
ISPR,Ispire Technology Inc.,ispire-technology,streaming,stock,common,0,USD,0,0,,0,,0,0
ISRG,"Intuitive Surgical, Inc.",intuitive-surgical,streaming,stock,common,0,USD,0,0,,0,,0,0
ISRL,Israel Acquisitions Corp,israel_acquisitions,streaming,stock,common,0,USD,0,0,,0,,0,0
ISSC,"Innovative Solutions and Support, Inc.",innovative-solutions-and-support,streaming,stock,common,0,USD,0,0,,0,,0,0
ISTR,Investar Holding Corporation,investar,streaming,stock,common,0.41,USD,0.105,2.189,2.2423918,20.09606901,3.79746835,11,10
IT,"Gartner, Inc.",gartner,streaming,stock,common,0,USD,0,0,,0,,0,0
ITCI,Intra-Cellular Therapies Inc.,intra-celluar-therapies,streaming,stock,common,0,USD,0,0,,0,,0,0
ITGR,Integer Holdings Corporation,integer-holdings-corporation,streaming,stock,common,0,USD,0,0,,0,,0,0
ITIC,Investors Title Company,investors-title-company,streaming,stock,common,1.84,USD,0.46,0.77539,0.7753898,11.1991625,0,20,0
ITOS,"iTeos Therapeutics, Inc.",iteos-therapeutics,streaming,stock,common,0,USD,0,0,,0,,0,0
ITP,"IT Tech Packaging, Inc.",it-tech-packaging,streaming,stock,common,0,USD,0,0,,0,,0,0
ITRI,"Itron, Inc.",itron,streaming,stock,common,0,USD,0,0,,0,,0,0
ITRM,Iterum Therapeutics plc,iterum-therapeutics-plc,streaming,stock,common,0,USD,0,0,,0,,0,0
ITRN,Ituran Location and Control Ltd.,ituran-location-and-control-ltd,streaming,stock,common,1.56,USD,0.39,3.72493,3.9875836,57.84204672,129.41176471,14,2
ITT,ITT Inc.,itt,streaming,stock,common,1.276,USD,0.319,0.903427,0.99405265,20.25461126,10,20,13
ITW,Illinois Tool Works Inc.,illinois-tool-works,streaming,stock,common,5.8,USD,1.5,2.19714,2.2728994,49.51382546,7.01107011,20,19
IVAC,"Intevac, Inc.",intevac,streaming,stock,common,0,USD,0,1.24378,4.9751244,0,,0,0
IVCA,Investcorp AI Acquisition Corp.,investcorp,streaming,stock,common,0,USD,,0,,0,,0,0
IVDA,"Iveda Solutions, Inc.",,streaming,stock,common,0,USD,0,0,,0,,0,0
IVP,"Inspire Veterinary Partners, Inc.",,streaming,stock,common,0,USD,0,0,,0,,0,0
IVVD,"Invivyd, Inc.",adagio,streaming,stock,common,0,USD,0,0,,0,,0,0
IVZ,Invesco Ltd,invesco,streaming,stock,common,0.815,USD,0.205,4.71535,4.7153535,68.91594791,3.49206349,20,3
IXHL,Incannex Healthcare Inc.,incannex-healthcare,streaming,stock,common,0,USD,0,0,,0,,0,0
IZEA,"IZEA Worldwide, Inc.",izea,streaming,stock,common,0,USD,0,0,,0,,0,0
IZM,ICZOOM Group Inc.,iczoom,streaming,stock,common,0,USD,0,0,,0,,0,0
J,Jacobs Solutions Inc.,jacobs-engineering,streaming,stock,common,1.16,USD,0.32,0.928889,0.9991413,24.5143481,11.53846154,8,6
JACK,Jack In The Box Inc.,jack-in-the-box,streaming,stock,common,1.76,USD,0.44,4.57856,4.578564,-82.00158412,0,11,0
JACS,Jackson Acquisition Company II,,streaming,stock,common,,USD,,0,,,,,
JAGX,"Jaguar Health, Inc.",jaguar-health,streaming,stock,common,0,USD,0,0,,0,,0,0
JAKK,"JAKKS Pacific, Inc.",jakks-pacific,streaming,stock,common,0,USD,0,0,3.6927621,0,,0,0
JAMF,Jamf Holding Corp.,jamf-holding,streaming,stock,common,0,USD,0,0,,0,,0,0
JANX,"Janux Therapeutics, Inc.",janux-therapeutics,streaming,stock,common,0,USD,0,0,,0,,0,0
JAZZ,Jazz Pharmaceuticals plc,jazz-pharmaceuticals,streaming,stock,common,0,USD,0,0,,0,,0,0
JBDI,JBDI Holdings Limited,,streaming,stock,common,,USD,,,,,,,
JBHT,"J.B. Hunt Transport Services, Inc.",j-b-hunt,streaming,stock,common,1.72,USD,0.43,1.07327,1.0918791,30.93469542,2.38095238,20,19
JBI,"Janus International Group, Inc.",janus-international,streaming,stock,common,0,USD,0,0,,0,,0,0
JBL,Jabil Inc.,jabil,streaming,stock,common,0.32,USD,0.08,0.206558,0.20655823,3.06966215,0,19,0
JBLU,JetBlue Airways Corporation,jetblue,streaming,stock,common,0,USD,0,0,,0,,0,0
JBSS,"John B. Sanfilippo & Son, Inc.",john-b-sanfilippo-and-son,streaming,stock,common,0.8,USD,0,1.20277,1.2027735,19.21506461,6.66666667,7,5
JBTM,JBT Marel Corporation,john-bean-technologies-corporation,streaming,stock,common,0.4,USD,0.1,0.30303,0.3030303,15.08978422,0,17,0
JCI,Johnson Controls International plc,johnson-controls,streaming,stock,common,1.48,USD,0.37,1.72776,1.7277609,56.51443409,2.06896552,20,4
JCSE,JE Cleantech Holdings Limited,je-cleantech-ltd,streaming,stock,common,0,USD,0,6.61765,6.617647,0,,0,0
JCTC,Jewett-Cameron Trading Company,jewett-cameron-trading-company,streaming,stock,common,0,USD,0,0,,0,,0,0
JDZG,JIADE LIMITED,jiade-limited,streaming,stock,common,,USD,,0,,,,0,0
JEF,Jefferies Financial Group Inc.,jefferies-financial,streaming,stock,common,1.3,USD,0.35,2.1148,2.4169185,43.68573157,8.33333333,15,1
JELD,"JELD-WEN Holding, Inc.",jeld-wen,streaming,stock,common,0,USD,0,0,,0,,0,0
JFBR,Jeffs' Brands Ltd,jeffs-brands-ltd,streaming,stock,common,0,USD,0,0,,0,,0,0
JHG,Janus Henderson Group plc,janus-henderson,streaming,stock,common,1.56,USD,0.39,3.69668,3.6966822,61.01615364,0,8,0
JILL,"J. Jill, Inc.",j-jill,streaming,stock,common,0,USD,0.07,0.886076,1.1814345,4.94909502,,0,0
JJSF,J & J Snack Foods Corp.,j-and-j-snack-foods,streaming,stock,common,2.985,USD,0.78,2.30523,2.3737066,69.93491206,5.29100529,20,19
JKHY,"Jack Henry & Associates, Inc.",henry-jack-and-associates,streaming,stock,common,2.14,USD,0.55,1.26735,1.3364825,39.67037525,5.94059406,20,19
JL,J-Long Group Limited,,streaming,stock,common,0,USD,0,0,0,0,,0,0
JLL,Jones Lang LaSalle Incorporated,jones-lang-lasalle,streaming,stock,common,0,USD,0,0,,0,,0,0
JMSB,"John Marshall Bancorp, Inc.",john-marshall-bancorp,streaming,stock,common,,USD,,1.34048,1.3404826,0,,1,0
JNJ,Johnson & Johnson,johnson-and-johnson,streaming,stock,common,4.91,USD,1.24,3.0057,3.0056963,84.6931383,4.46808511,20,19
JNPR,"Juniper Networks, Inc.",juniper-networks,streaming,stock,common,0.88,USD,0.22,2.43094,2.4309392,102.94805803,0,11,0
JNVR,Janover Inc.,,streaming,stock,common,0,USD,0,0,,0,,0,0
JOB,GEE Group Inc.,gee-group,streaming,stock,common,0,USD,0,0,,0,,0,0
JOBY,"Joby Aviation, Inc.",joby-aviation,streaming,stock,common,0,USD,0,0,,0,,0,0
JOE,St. Joe Company (The),the-st-joe-company,streaming,stock,common,0.52,USD,0.14,1.08401,1.1673963,40.89657884,18.18181818,5,4
JOUT,Johnson Outdoors Inc.,johnson-outdoors,streaming,stock,common,1.32,USD,0.33,4.90706,4.9070635,-29.32421025,4.76190476,12,11
JPM,JP Morgan Chase & Co.,jpmorgan-chase,streaming,stock,common,4.8,USD,1.25,1.81372,1.8892878,24.30736665,17.07317073,20,14
JRSH,"Jerash Holdings (US), Inc.",jerash-us,streaming,stock,common,0.2,USD,0.05,5.46448,5.464481,-64.82982172,0,6,0
JRVR,"James River Group Holdings, Ltd.",james-river-group-holdings,streaming,stock,common,0.2,USD,0.05,3.23232,0.80808085,-4.24268137,0,9,0
JSPR,"Jasper Therapeutics, Inc.",jasper-therapeutics,streaming,stock,common,0,USD,0,0,,0,,0,0
JTAI,Jet.AI Inc.,,streaming,stock,common,0,USD,0,0,,0,,0,0
JUNE,Junee Limited,junee-limited,streaming,stock,common,0,USD,,0,,,,0,0
JUNS,"Jupiter Neurosciences, Inc.",,streaming,stock,common,,USD,,0,,,,0,0
JVA,"Coffee Holding Co., Inc.",coffee-co,streaming,stock,common,0,USD,0,0,,0,,0,0
JVSA,JVSPAC Acquisition Corp.,jvspac-acquisition,streaming,stock,common,,USD,0,0,,0,,0,0
JWEL,Jowell Global Ltd.,jowell-global-ltd,streaming,stock,common,0,USD,0,0,,0,,0,0
JWN,"Nordstrom, Inc.",nordstrom,streaming,stock,common,0.76,USD,0.19,3.12886,3.1288595,48.44467109,0,2,0
JXG,JX Luxventure Group Inc.,jx-luxventure-limited,streaming,stock,common,0,USD,0,0,,0,,0,0
JXN,Jackson Financial Inc.,jackson-financial,streaming,stock,common,2.8,USD,0.7,3.05577,3.4923062,24.46846626,12.90322581,4,3
JYD,Jayud Global Logistics Limited,jayud-global-logistics-limited,streaming,stock,common,0,USD,0,0,,0,,0,0
JYNT,The Joint Corp.,the-joint-chiropractic,streaming,stock,common,0,USD,0,0,,0,,0,0
JZXN,"Jiuzi Holdings, Inc.",jiuzi,streaming,stock,common,0,USD,,0,,,,0,0
K,Kellanova,kellogg,streaming,stock,common,2.26,USD,0.57,2.72618,2.7503016,58.34064743,-3.41880342,20,0
KAI,Kadant Inc,kadant,streaming,stock,common,1.28,USD,0.32,0.341807,0.34180728,13.50111279,10.34482759,12,11
KALA,"KALA BIO, Inc.",kala-pharmaceuticals,streaming,stock,common,0,USD,0,0,,0,,0,0
KALU,Kaiser Aluminum Corporation,kaiser-aluminum,streaming,stock,common,3.08,USD,0.77,4.35274,4.3527412,107.21620775,0,18,0
KALV,"KalVista Pharmaceuticals, Inc.",kalvista-pharmaceuticals,streaming,stock,common,0,USD,0,0,,0,,0,0
KAPA,"Kairos Pharma, Ltd.",,streaming,stock,common,,USD,0,0,,0,,0,0
KAR,"OPENLANE, Inc.",kar-global,streaming,stock,common,0,USD,0,0,,0,,0,0
KARO,Karooooo Ltd.,karooooo-ltd,streaming,stock,common,0.85,USD,,2.38569,2.385686,54.68347916,41.66666667,2,1
KAVL,"Kaival Brands Innovations Group, Inc.",kaival-brands-innovations,streaming,stock,common,0,USD,0,0,,0,,0,0
KBH,KB Home,kb-home,streaming,stock,common,0.95,USD,0.25,1.63934,1.6393442,11.22162111,35.71428571,20,2
KBR,"KBR, Inc.",kbr,streaming,stock,common,0.6,USD,0.15,1.22374,1.3461148,21.40410959,11.11111111,17,5
KBSX,FST Corp.,,streaming,stock,common,0,USD,0,0,,0,,0,0
KD,"Kyndryl Holdings, Inc.",kyndryl,streaming,stock,common,0,USD,0,0,,0,,0,0
KDLY,"Kindly MD, Inc.",kindly-md,streaming,stock,common,,USD,0,0,,0,,0,0
KDP,Keurig Dr Pepper Inc.,keurig-dr-pepper,streaming,stock,common,0.89,USD,0.23,2.65513,2.74463,84.63294028,7.22891566,16,4
KE,"Kimball Electronics, Inc.",kimball-electronics,streaming,stock,common,0,USD,0,0,,0,,0,0
KELYA,"Kelly Services, Inc.",kelly-services,streaming,stock,common,0.3,USD,0.075,2.22717,2.2271714,-1224.48979592,0,14,0
KEN,Kenon Holdings Ltd.,kenon-ltd,streaming,stock,common,2.79,USD,0,11.9572,11.957205,117.93184781,-72.7804878,3,0
KEQU,Kewaunee Scientific Corporation,kewaunee-scientific,streaming,stock,common,0,USD,0,0,,0,,0,0
KEX,Kirby Corporation,kirby,streaming,stock,common,0,USD,0,0,,0,,0,0
KEY,KeyCorp,keycorp,streaming,stock,common,0.82,USD,0.205,4.73441,4.7344112,-269.91441738,0,20,0
KEYS,Keysight Technologies Inc.,keysight-technologies,streaming,stock,common,0,USD,0,0,,0,,0,0
KFFB,Kentucky First Federal Bancorp,kentucky-first-federal-bancorp,streaming,stock,common,0.2,USD,0,0,,0,-50,20,0
KFRC,"Kforce, Inc.",kforce,streaming,stock,common,1.52,USD,0.38,3.03272,3.11253,57.13426552,5.55555556,12,7
KFS,"Kingsway Financial Services, Inc.",kingsway-financial-services,streaming,stock,common,0,USD,0,0,,0,,0,0
KFY,Korn Ferry,korn-ferry,streaming,stock,common,1.02,USD,0.37,2.19345,2.2543793,29.90622263,70,10,3
KGS,"Kodiak Gas Services, Inc.",kodiak-gas-services,streaming,stock,common,0.38,USD,0.41,3.74419,3.7441862,516.66666667,,1,0
KHC,The Kraft Heinz Company,kraft-heinz,streaming,stock,common,1.6,USD,0.4,5.21003,5.2100296,70.64953415,0,13,0
KIDS,OrthoPediatrics Corp.,orthopediatrics,streaming,stock,common,0,USD,0,0,,0,,0,0
KIND,"Nextdoor Holdings, Inc.",nextdoor-holdings,streaming,stock,common,0,USD,0,0,,0,,0,0
KINS,"Kingstone Companies, Inc",kingstone-companies,streaming,stock,common,0,USD,0,0,,0,-100,0,0
KIRK,"Kirkland's, Inc.",kirkland,streaming,stock,common,0,USD,0,0,,,,0,0
KITT,"Nauticus Robotics, Inc.",nauticus-robotics,streaming,stock,common,0,USD,0,0,,0,,0,0
KKR,KKR & Co. Inc.,kkr,streaming,stock,common,0.69,USD,0.175,0.516262,0.5162623,21.09059787,6.15384615,15,5
KLAC,KLA Corporation,kla-tencor,streaming,stock,common,5.65,USD,1.7,0.888776,0.95931375,25.44336643,8.65384615,20,14
KLC,"KinderCare Learning Companies, Inc.",,streaming,stock,common,,USD,,0,,0,,0,0
KLG,WK Kellogg Co,wk-kellogg-co,streaming,stock,common,0.64,USD,0.16,3.25429,3.2542884,78.65306624,300,2,1
KLIC,"Kulicke and Soffa Industries, Inc.",kulicke-and-soffa-industries,streaming,stock,common,0.8,USD,0.205,2.10348,2.1426704,679.89864865,5.26315789,7,4
KLTO,"Klotho Neurosciences, Inc.",,streaming,stock,common,0,USD,0,0,,0,,0,0
KLTR,"Kaltura, Inc.",kaltura,streaming,stock,common,0,USD,0,0,,0,,0,0
KLXE,"KLX Energy Services Holdings, Inc.",klx-energy-services,streaming,stock,common,0,USD,0,0,,0,,0,0
KMB,Kimberly-Clark Corporation,kimberly-clark,streaming,stock,common,4.88,USD,1.22,3.43638,3.549046,64.64860568,3.38983051,20,19
KMDA,Kamada Ltd.,kamada,streaming,stock,common,0,USD,0,0,,0,,0,0
KMI,"Kinder Morgan, Inc.",kinder-morgan,streaming,stock,common,1.145,USD,0.2875,4.24354,4.243542,97.86324786,1.77777778,14,7
KMPR,Kemper Corporation,kemper,streaming,stock,common,1.24,USD,0.31,1.84966,1.8940514,25.27878009,0,20,0
KMT,Kennametal Inc.,kennametal,streaming,stock,common,0.8,USD,0.2,3.615,3.6150024,65.78406381,0,20,0
KMX,CarMax Inc,carmax,streaming,stock,common,0,USD,0,0,,0,,0,0
KN,Knowles Corporation,knowles,streaming,stock,common,0,USD,0,0,,0,,0,0
KNDI,"Kandi Technologies Group, Inc.",kandi,streaming,stock,common,0,USD,0,0,,0,,0,0
KNF,Knife Riv Holding Co.,knife-riv-co,streaming,stock,common,0,USD,0,0,,0,,0,0
KNOP,KNOT Offshore Partners LP,knot-offshore-partners,streaming,stock,common,0.104,USD,0.026,1.86047,1.860465,-24.65039109,-95,11,0
KNSA,"Kiniksa Pharmaceuticals, Ltd.",kiniksa-pharmaceuticals-ltd,streaming,stock,common,0,USD,0,0,,0,,0,0
KNSL,"Kinsale Capital Group, Inc.",kinsale-capital,streaming,stock,common,0.6,USD,0.15,0.143568,0.15746209,3.37461614,7.14285714,9,8
KNTK,Kinetik Holdings Inc.,altus-midstream,streaming,stock,common,3.03,USD,0.78,5.24512,5.34796,296.85509944,1,4,2
KNX,Knight-Swift Transportation Holdings Inc.,knight-swift,streaming,stock,common,0.64,USD,0.16,1.26883,1.4274386,88.32459288,14.28571429,20,5
KO,Coca-Cola Company (The),coca-cola,streaming,stock,common,1.94,USD,0.485,2.72434,2.8647661,78.84255873,5.43478261,20,19
KOD,Kodiak Sciences Inc,kodiak-sciences,streaming,stock,common,0,USD,0,0,,0,,0,0
KODK,Eastman Kodak Company,eastman-kodak,streaming,stock,common,0,USD,0,0,,0,,0,0
KOP,Koppers Holdings Inc.,koppers-koppers,streaming,stock,common,0.28,USD,0.07,0.961869,1.0992786,11.56546881,16.66666667,3,2
KOPN,Kopin Corporation,kopin,streaming,stock,common,0,USD,0,0,,0,,0,0
KORE,"KORE Group Holdings, Inc.",kore,streaming,stock,common,0,USD,0,0,,0,,0,0
KOS,Kosmos Energy Ltd.,kosmos-energy,streaming,stock,common,0,USD,0,0,,0,,0,0
KOSS,Koss Corporation,koss,streaming,stock,common,0,USD,0,0,,0,,0,0
KPLT,"Katapult Holdings, Inc.",katapult,streaming,stock,common,0,USD,0,0,,0,,0,0
KPRX,"Kiora Pharmaceuticals, Inc.",kiora-pharmaceuticals,streaming,stock,common,0,USD,0,0,,0,,0,0
KPTI,Karyopharm Therapeutics Inc.,karyopharm-therapeutics,streaming,stock,common,0,USD,0,0,,0,,0,0
KR,Kroger Company (The),kroger,streaming,stock,common,1.13,USD,0.32,1.92842,1.9746991,32.2853816,14.14141414,18,17
KRMD,"KORU Medical Systems, Inc.",repro-med-systems,streaming,stock,common,0,USD,0,0,,0,,0,0
KRMN,Karman Holdings Inc.,,streaming,stock,common,,USD,,0,,,,0,0
KRNT,Kornit Digital Ltd.,kornit-digital,streaming,stock,common,0,USD,0,0,,0,,0,0
KRNY,Kearny Financial,kearny-financial-md,streaming,stock,common,0.44,USD,0.11,6.29471,6.2947073,-39.09026297,0,9,0
KRO,Kronos Worldwide Inc,kronos-worldwide,streaming,stock,common,0.76,USD,0.05,5.48571,2.2857141,75.76683368,0,14,0
KRON,"Kronos Bio, Inc.",kronos-bio,streaming,stock,common,0,USD,0,0,,0,,0,0
KROS,"Keros Therapeutics, Inc.",keros-therapeutics,streaming,stock,common,0,USD,0,0,,0,,0,0
KRP,Kimbell Royalty Partners,kimbell-royalty-partners,streaming,stock,common,1.75,USD,0.41,11.423,11.227155,-820.82551595,1.15606936,8,1
KRRO,"Korro Bio, Inc.",korro-bio,streaming,stock,common,0,USD,0,0,,0,,0,0
KRT,Karat Packaging Inc.,karat-packaging,streaming,stock,common,0.65,USD,0.35,5.18221,5.1822133,85.35457714,,1,0
KRUS,"Kura Sushi USA, Inc.",kura-sushi-usa,streaming,stock,common,0,USD,0,0,,0,,0,0
KRYS,"Krystal Biotech, Inc.",krystal-biotech,streaming,stock,common,0,USD,0,0,,0,,0,0
KSCP,"Knightscope, Inc.",,streaming,stock,common,0,USD,0,0,,0,,0,0
KSS,Kohl's Corporation,kohls,streaming,stock,common,2,USD,0.5,17.5285,17.528484,90.16319538,0,13,0
KTB,"Kontoor Brands, Inc.",kontoor-brands,streaming,stock,common,2.02,USD,0.52,3.10578,3.1980317,46.28462755,4.12371134,6,4
KTCC,Key Tronic Corporation,key-tronic,streaming,stock,common,0,USD,0,0,,0,,0,0
KTOS,"Kratos Defense & Security Solutions, Inc.",kratos-defense-and-security-solutions,streaming,stock,common,0,USD,0,0,,0,,0,0
KTTA,Pasithea Therapeutics Corp.,pasithea-therapeutics,streaming,stock,common,0,USD,0,0,,0,,0,0
KULR,"KULR Technology Group, Inc.",kulr-technology,streaming,stock,common,0,USD,0,0,,0,,0,0
KURA,"Kura Oncology, Inc.",kura-oncology,streaming,stock,common,0,USD,0,0,,0,,0,0
KVAC,Keen Vision Acquisition Corporation,keen-vision-acquisition,streaming,stock,common,0,USD,0,0,,0,,0,0
KVHI,"KVH Industries, Inc.",kvh-industries,streaming,stock,common,0,USD,0,0,,0,,0,0
KVUE,Kenvue Inc.,kenvue,streaming,stock,common,0.81,USD,0.205,3.45339,3.474576,151.31701849,102.5,2,1
KVYO,"Klaviyo, Inc. Series A",klaviyo,streaming,stock,common,0,USD,0,0,,0,,0,0
KW,Kennedy-Wilson Holdings Inc.,kennedy-wilson-holdings,streaming,stock,common,0.6,USD,0.12,6.1792,4.9433575,-107.37294202,-37.5,14,0
KWR,Quaker Houghton,quaker-chemical-corp,streaming,stock,common,1.88,USD,0.485,1.35232,1.3954827,28.93955021,5.61797753,20,15
KXIN,Kaixin Holdings,kaixin-auto,streaming,stock,common,0,USD,0,0,,0,,0,0
KYMR,"Kymera Therapeutics, Inc.",kymera-therapeutics,streaming,stock,common,0,USD,0,0,,0,,0,0
KYTX,"Kyverna Therapeutics, Inc.",kyverna-therapeutics-inc,streaming,stock,common,,USD,0,0,,0,,0,0
KZR,"Kezar Life Sciences, Inc.",kezar-life-sciences,streaming,stock,common,0,USD,0,0,,0,,0,0
L,Loews Corporation,loews,streaming,stock,common,0.25,USD,0.0625,0.28845,0.28845045,3.90734894,0,20,0
LAB,Standard BioTools Inc.,standard-biotools,streaming,stock,common,0,USD,0,0,,0,,0,0
LAC,Lithium Americas Corp.,lithium-americas,streaming,stock,common,0,USD,0,0,,,,0,0
LAD,"Lithia Motors, Inc.",lithia-motors-inc,streaming,stock,common,2.09,USD,0.53,0.606782,0.61549175,7.03789011,8.85416667,15,11
LAES,SEALSQ Corp,sealsq,streaming,stock,common,0,USD,0,0,,0,,0,0
LAKE,"Lakeland Industries, Inc.",lakeland-industries,streaming,stock,common,0.12,USD,0.03,0.508475,0.5084746,-133.92857143,,1,0
LANC,Lancaster Colony Corporation,lancaster-colony,streaming,stock,common,3.55,USD,0.95,1.90945,1.9879155,64.1025641,5.97014925,20,19
LANV,Lanvin Group Holdings Limited,lanvin-limited-redeemable,streaming,stock,common,0,USD,0,0,,0,,0,0
LAR,Lithium Argentina AG,lithium-americas,streaming,stock,common,0,USD,0,0,,0,,0,0
LARK,Landmark Bancorp Inc.,landmark-bancorp,streaming,stock,common,0.8,USD,0.2,3.35404,3.4782608,35.47199929,5.00065625,20,19
LASE,Laser Photonics Corporation,laser-photonics,streaming,stock,common,0,USD,0,0,,0,,0,0
LASR,"nLIGHT, Inc.",nlight,streaming,stock,common,0,USD,0,0,,0,,0,0
LAUR,"Laureate Education, Inc.",laureate-education,streaming,stock,common,0,USD,0,0,,0,,0,0
