name,description,logoid,update_mode,type,typespecs,market_cap_basic,fundamental_currency_code,Perf.1Y.MarketCap,price_earnings_ttm,price_earnings_growth_ttm,price_sales_current,price_book_fq,price_to_cash_f_operating_activities_ttm,price_free_cash_flow_ttm,price_to_cash_ratio,enterprise_value_current,enterprise_value_to_revenue_ttm,enterprise_value_to_ebit_ttm,enterprise_value_ebitda_ttm
DUOL,"Duolingo, Inc.",duolingo,streaming,stock,common,13763373330,USD,102.73705084,168.96047645,0.43120553,24.86699625,17.00706779,54.10424394,56.50195503,17.60104028,12940384330,17.29942399,203.56438406,173.87614487
DUOT,"Duos Technologies Group, Inc.",duos-technologies,streaming,stock,common,50800177,USD,96.52332969,,-0.31348584,6.11960029,19.35215149,,,72.20716314,56685726,7.71652845,,
DV,"DoubleVerify Holdings, Inc.",doubleverify,streaming,stock,common,2307562827,USD,-45.65073482,36.87980897,3.83116241,5.91907394,2.09783455,13.86619382,16.13263816,6.66446913,2039029827,3.19367387,25.06952514,16.14817318
DVA,DaVita Inc.,davita,streaming,stock,common,11830400390.999998,USD,4.85602144,13.76268032,0.30326271,0.96014108,98.32773696,6.11239685,8.4168465,13.32095397,24936576391,1.94580618,12.75640434,9.30925005
DVAX,Dynavax Technologies Corporation,dynavax,streaming,stock,common,1710936758.9999998,USD,0.41788103,78.93531769,,7.49526148,2.89871523,31.7262055,35.07602028,2.95611218,1251519758.9999998,4.51409667,,209.21426931
DVLT,Datavault AI Inc.,wisa-technologies,streaming,stock,common,51946897,USD,2414.00633622,,,2.3207108,1.65430804,,,1.23127905,48706897,22.22029973,,
DVN,Devon Energy Corporation,devon-energy,streaming,stock,common,23506780792,USD,-18.42069311,7.92230801,,1.50047408,1.62585203,3.53617576,,27.87141844,32124780792,2.06364623,8.43391462,4.54767565
DWSN,Dawson Geophysical Company,dawson-geophysical-company,streaming,stock,common,44925985,USD,2.32807724,,,0.53020385,2.45641973,23.45098203,,6.42046227,42806985,0.51714872,,17.55823831
DWTX,"Dogwood Therapeutics, Inc.",,streaming,stock,common,6381133,USD,-6.77028787,,,,5.60168401,,,2.60729919,4341314,,,
DXC,DXC Technology Company,dxc-technology-company,streaming,stock,common,3325862359.0000005,USD,-14.76599841,,,0.2582093,1.11229115,2.49026038,2.94126941,1.96995061,6365862359,0.48638924,11.5742952,3.36106777
DXCM,"DexCom, Inc.",dexcom,streaming,stock,common,34532525691,USD,-20.21016153,62.03144742,7.09301066,8.85502777,16.42070603,36.32145427,56.98442841,13.93350353,34540525691,8.56447451,57.56754282,42.24107337
DXLG,"Destination XL Group, Inc.",destination-xl-group,streaming,stock,common,124363576,USD,-47.78092747,14.92829205,,0.26508442,0.86086018,4.5197993,51.73552788,3.04567495,262528576,0.54134738,19.23709064,9.5904353
DXPE,"DXP Enterprises, Inc.",dxp-enterprises,streaming,stock,common,1419916029,USD,150.25405263,23.32843403,1.32879902,0.8486988,3.52903958,13.33953073,16.37068672,42.77157391,1959441029,1.12730114,13.89970227,11.48955987
DXST,Decent Holding Inc.,,streaming,stock,common,20800000,USD,,,,,,,,,,,,
DY,"Dycom Industries, Inc.",dycom-industries,streaming,stock,common,4780757285,USD,27.25218798,20.69801811,2.77772899,1.01575979,3.8322187,13.82737447,48.93684158,51.32899254,5744050285,1.22161462,16.86767415,10.65473019
DYAI,"Dyadic International, Inc.",dyadic-international,streaming,stock,common,43496376,USD,-1.66884053,,,12.62711244,12.7471384,,,4.37085979,38943784,11.57474466,,
DYCQ,DT Cloud Acquisition Corporation,dt-cloud-acquisition,streaming,stock,common,94559700,USD,,74.40056417,,,1.35359144,,,564.44760813,94392173.99999847,,,
DYN,"Dyne Therapeutics, Inc.",dyne-therapeutics,streaming,stock,common,1539581680.9999998,USD,-30.73392144,,,,2.21097691,,,2.16818609,921301680.9999998,,,
DYNX,Dynamix Corporation,,streaming,stock,common,56704800,USD,,,,,,,,,56833182.92682927,,,
EA,Electronic Arts Inc.,electronic-arts,streaming,stock,common,33650941203,USD,-8.70491985,32.85663393,,4.71070991,4.55627004,16.21649289,18.08498943,10.84526149,32444941203,4.42089402,20.95926434,17.00468617
EAF,GrafTech International Ltd.,graftech-international,streaming,stock,common,300998521,USD,-26.45884186,,,0.56498083,,,,1.17785047,1137792521,2.11178644,,
EAT,"Brinker International, Inc.",brinker-international,streaming,stock,common,7319582244.000001,USD,243.68308679,28.62526484,0.39413661,1.46625464,55.65365954,13.57177886,22.22811203,506.74087838,9160082244,1.89818726,22.34166401,15.48357377
EB,"Eventbrite, Inc.",eventbrite,streaming,stock,common,230895847.00000003,USD,-47.85598711,,,0.89903128,1.35141871,9.19405732,13.7378237,0.43638366,-53056152.99999997,,,
EBAY,eBay Inc.,ebay,streaming,stock,common,30168839005,USD,33.50277514,16.31100249,,2.97840766,5.91169711,13.00700083,16.05260736,5.05130309,31815839005,3.07786002,11.9115833,10.62298464
EBC,"Eastern Bankshares, Inc.",eastern-bankshares,streaming,stock,common,3810432288,USD,66.61396794,26.84976737,,3.35360839,1.05948954,12.75479007,13.39275575,,3893643288,3.64678169,,
EBF,"Ennis, Inc.",ennis,streaming,stock,common,551467220,USD,6.02658006,13.38468338,,1.37973555,1.84948345,7.93910786,8.66905781,8.06647447,493726220,1.23632148,9.35105248,7.10571248
EBMT,"Eagle Bancorp Montana, Inc.",eagle-montana,streaming,stock,common,143340086.00000003,USD,38.26337814,14.36490721,,1.18258086,0.82125111,,,,313595086,2.64336061,,
EBON,Ebang International Holdings Inc.,ebang,streaming,stock,common,28204375,USD,-64.08584598,,,9.56456791,0.09917366,,,0.11483549,-200866796,,,
EBS,Emergent BioSolutions Inc.,emergent-biosolutions,streaming,stock,common,405297733.99999994,USD,137.25764008,,,0.34876588,0.79596399,2.4363679,3.01149891,2.65913043,924897734,0.82176609,,36.41329661
EBTC,Enterprise Bancorp Inc,enterprise-bancorp,streaming,stock,common,537570299,USD,62.1493178,13.82215389,32.60979021,2.10503606,1.48885464,,,,731681299,2.9037392,,
ECBK,"ECB Bancorp, Inc.",ecb-bancorp,streaming,stock,common,127265682.00000001,USD,,31.59224937,,1.81932515,0.81083448,,,,355437682,5.20612368,,
ECDA,"ECD Automotive Design, Inc.",ecd-automotive-design,streaming,stock,common,29877217.00000001,USD,5.7296978,,,0.71499608,,,,4.80155706,40977312,1.11738078,59.22946346,30.08392335
ECG,"Everus Construction Group, Inc.",,streaming,stock,common,2120437507.9999995,USD,,14.81745325,3.48790968,0.75097511,5.01833017,,,24.70259964,2397627508,0.8413658,12.62527189,11.14108114
ECL,Ecolab Inc.,ecolab,streaming,stock,common,76129044648,USD,17.38222415,36.4873113,0.67110739,4.8492082,8.70419708,27.31303778,42.24258382,61.15225732,83186844648,5.28458998,31.84307328,23.4474448
ECO,Okeanis Eco Tankers Corp.,sector/energy,streaming,stock,common,665597335,USD,-28.22554009,6.21321899,,1.68736071,1.64803573,4.16059455,4.46354801,13.58813489,1261465791.003605,3.20796057,7.74166758,6.18125575
ECOR,"electroCore, Inc.",electrocore,streaming,stock,common,101307169,USD,148.45644198,,,5.38446264,10.47451911,,,9.33359551,92151169,3.95040807,,
ECPG,Encore Capital Group Inc,encore-capital-group,streaming,stock,common,893517074,USD,3.97840306,,,0.71391264,1.16443351,5.77577955,7.09330644,4.51300598,4436162074,3.39982425,16.10473531,14.40822263
ECVT,Ecovyst Inc.,ecovyst,streaming,stock,common,791101563,USD,-15.16275033,,,1.14611715,1.1296446,5.27829445,9.77505412,5.418446,1539401563,2.18499878,14.68278169,7.92664265
ECX,ECARX Holdings Inc.,ecarx,streaming,stock,common,741160397.9999999,USD,-11.58206068,,,1.04029939,,,,6.2330007,966260397.9999998,1.25864322,,
ED,"Consolidated Edison, Inc.",consolidated-edison,streaming,stock,common,35198164468.00001,USD,15.76183919,19.36850138,,2.27718865,1.60401775,9.76996569,,26.508,61691164468.00001,4.04240643,22.57269099,12.62094199
EDBL,Edible Garden AG Incorporated,edible-garden-ag-incorporated,streaming,stock,common,4832019,USD,156.81133461,,,0.03819069,0.30387004,,,0.22696582,4735019,0.33658082,,
EDIT,"Editas Medicine, Inc.",editas-medicine,streaming,stock,common,158492355.00000003,USD,-83.20054704,,,2.44418398,0.90229804,,,0.59743022,-68107645,,,
EDR,"Endeavor Group Holdings, Inc.",endeavor,streaming,stock,common,22720800433,USD,29.4334485,,,1.32360676,2.53797422,24.1815537,44.54209898,6.51469777,33346705433,4.63044373,551.92415354,54.36815103
EDRY,EuroDry Ltd.,eurodry,streaming,stock,common,29685126,USD,-47.46741385,,-0.01278745,0.48215958,0.29778067,5.95736726,,3.46382179,137432979.00115195,2.2499299,,10.16564238
EDSA,"Edesa Biotech, Inc.",edesa-biotech,streaming,stock,common,15190725,USD,-3.44016913,,-0.00899324,,5.92003893,,,4.68553648,14608397,,,
EDTK,Skillful Craftsman Education Technology Limited,skillful-craftsman-education-technology-limited,streaming,stock,common,15690509,USD,14.07571873,,,26.10535342,0.81747487,,,0.89292772,11750541,18.81998671,,
EDUC,Educational Development Corporation,educational-development,streaming,stock,common,12446222,USD,-25.93369254,,,0.33072587,0.29770887,,,3.7199395,41900222,1.14722209,,
EE,"Excelerate Energy, Inc.",excelerate-energy,streaming,stock,common,3248733887,USD,98.03914502,32.0050073,1.15308426,3.69331813,1.50060112,13.42487703,25.01552573,6.07541215,4804945887,5.64333696,22.30014753,15.15325582
EEFT,"Euronet Worldwide, Inc.",euronet-worldwide,streaming,stock,common,4481860840.999999,USD,-12.58987397,15.8383701,0.87106788,1.1901215,3.6463996,6.57860901,7.83106673,2.49549885,4634660840.999999,1.16162736,9.21037528,7.29867849
EEIQ,EpicQuest Education Group International Limited,epicquest-education-international-limited,streaming,stock,common,10490538,USD,-27.81896421,,,1.27163827,2.02973563,,,6.96445559,17944280,2.2007946,,
EEX,"Emerald Holding, Inc.",emerald,streaming,stock,common,834266247.0000001,USD,105.38555746,,-0.08204518,2.15551431,2.13559745,20.04785239,20.3893,4.43621085,1058466247.0000002,2.6898761,23.41739485,13.89063316
EFOI,"Energy Focus, Inc.",energy-focus,streaming,stock,common,11521024,USD,27.22043549,,,1.84024937,3.59246075,,,14.06787546,11143024,1.86494126,,
EFSC,Enterprise Financial Services Corporation,enterprise-financial-services-depositary-shares-each-representing-a-1-40th-interest-in-a-share-of-5-fixed-rate-non-cumulative-perpetual-preferred,streaming,stock,common,2193510491,USD,45.43244181,12.207116,,2.3841479,1.24727949,,,,2431895491,2.64399118,,
EFSH,1847 Holdings LLC,,streaming,stock,common,4047316,USD,-36.50726399,,,0.00013989,,,,0.00066448,29881593.00000001,0.59426161,,
EFSI,Eagle Financial Services Inc,eagle-financial-services,streaming,stock,common,167165023,USD,60.87789561,7.57698635,0.12077643,1.06812454,0.97549567,,,,303548023,2.80191278,,
EFX,"Equifax, Inc.",equifax,streaming,stock,common,30410643774.000004,USD,-8.81278315,50.72823568,5.10258288,5.34258541,6.33842648,23.1593205,37.7300369,180.54455562,35373943774,6.22660115,32.45018234,20.09883169
EG,"Everest Group, Ltd.",everest-re,streaming,stock,common,15165181897.000002,USD,-8.09009537,11.1046837,,0.86445402,1.09466378,2.83049944,2.83049944,,18878181897,1.09242416,,
EGAN,eGain Corporation,egain,streaming,stock,common,137841513,USD,-24.89510491,34.43429375,,1.57702213,2.52458898,35.54395906,38.5356157,2.01858688,71181513,0.79979228,21.64229644,11.80064871
EGBN,"Eagle Bancorp, Inc.",eagle-bancorp,streaming,stock,common,702549716,USD,-0.47912579,,,0.97677271,0.57297203,5.69832301,5.71337156,,1313747716,1.86025014,,
EGHT,8x8 Inc,8x8-new,streaming,stock,common,329234161,USD,1.96010518,,,0.4730082,2.90836329,4.82490687,5.70172049,3.24347444,650365161,0.90650809,849.04068016,15.12653008
EGY,"VAALCO Energy, Inc.",vaalco-energy,streaming,stock,common,420379150,USD,-3.08929659,4.64792006,0.02765884,0.83865752,0.82823623,3.43361632,10.49359574,4.65413963,416945150,0.82331726,2.30655907,1.35770297
EHAB,"Enhabit, Inc.",enhabit,streaming,stock,common,420878099,USD,-9.96296825,,-0.04810584,0.40074817,0.7437045,7.48973262,8.00331429,8.86443038,986278099,0.95090445,25.35419278,14.04954557
EHC,Encompass Health Corporation,encompass-health,streaming,stock,common,10089059862,USD,33.4630215,22.45694295,0.79708657,1.91036663,,10.22183397,28.48018349,83.21951259,13461959862,2.50538969,15.57196051,11.56426412
EHGO,Eshallgo Inc.,eshallgo,streaming,stock,common,24657900,USD,,,,,,,,,,,,
EHTH,"eHealth, Inc.",ehealth,streaming,stock,common,263794354,USD,49.49467058,,,0.51018024,0.44685721,,,3.27311211,615984354,1.15697367,18.64020922,12.47335886
EIG,Employers Holdings Inc,employers,streaming,stock,common,1280294096,USD,8.63919326,11.00418499,2.01953334,1.4460222,1.1902661,16.88412796,18.04122204,,1280294096,1.45372328,,
EIX,Edison International,edison-international,streaming,stock,common,20960680392.999996,USD,-21.93178522,16.48597904,2.53389405,1.13187795,1.50486219,4.2127483,,90.65545064,62308680393,3.54046709,17.39494148,9.61405345
EJH,E-Home Household Service Holdings Limited,,streaming,stock,common,4730159,USD,2.63453868,,,0.02258728,0.0069706,,,0.01122665,-92519264,,,
EKSO,"Ekso Bionics Holdings, Inc.",ekso-bionics,streaming,stock,common,11544744,USD,-66.7797417,,,0.59326518,0.77636582,,,1.28541823,9598744,0.54285398,,
EL,"Estee Lauder Companies, Inc. (The)",estee-lauder,streaming,stock,common,25867138977,USD,-50.10591931,,,1.7370363,6.20424574,14.30254144,22.60925764,10.01067285,32664138977,2.1598981,26.32082109,15.84868461
ELA,Envela Corporation,envela,streaming,stock,common,164553714,USD,43.33956125,25.75264443,,0.98423468,3.22068565,18.7096821,31.78645991,9.29833058,165211263,0.97891606,21.01178627,17.73180044
ELAB,PMGC Holdings Inc.,,streaming,stock,common,5032657,USD,-58.34058318,,,0.05389946,0.03592728,,,0.0214671,-1289704,,,
ELAN,Elanco Animal Health Incorporated,elanco-animal-health,streaming,stock,common,5524837889,USD,-29.89883169,16.46278556,,1.21623068,0.90599767,10.20785213,14.01636548,11.80010256,9500837889,2.14031041,37.85194378,10.40617512
ELDN,"Eledon Pharmaceuticals, Inc.",eledon-therapeutics,streaming,stock,common,247917989,USD,471.57061148,,,,2.24709367,,,2.94452199,170227989,,,
ELEV,"Elevation Oncology, Inc.",elevation-oncology,streaming,stock,common,30972470.00000001,USD,-80.08810353,,,,0.44657927,,,0.30044689,-41076529.99999999,,,
ELF,"e.l.f. Beauty, Inc.",e-l-f-beauty,streaming,stock,common,3962002293.999999,USD,-64.38936822,41.77568982,,3.13275193,5.16297737,117.94888893,166.51016023,55.51240619,4198362293.999999,3.22451146,31.50149911,24.1429492
ELLO,Ellomay Capital Ltd,ellomay-capital-ltd,streaming,stock,common,206283980.99208444,USD,-14.9314334,,,4.4208293,1.56555908,,,3.59402249,700225964.3770301,16.06092395,,71.60033824
ELMD,"Electromed, Inc.",electromed,streaming,stock,common,231377063,USD,77.07915334,35.81456954,0.52344349,4.02875178,5.30644525,21.42465106,22.16410848,14.91213779,215142063,3.60819211,24.85467456,22.49028465
ELPW,Elong Power Holding Limited,,streaming,stock,common,41312620,USD,-62.66816098,4.10516605,0.05733838,,0.11247684,,,81.23570307,43188440,,,
ELSE,"Electro-Sensors, Inc.",electro-sensors,streaming,stock,common,15700336,USD,10.78431968,35.72542902,1.42574703,1.71924201,1.11365615,35.42709428,45.59313003,1.52685205,5398336,0.58115362,93.07475862,35.28324183
ELTK,Eltek Ltd.,eltek-ltd,streaming,stock,common,77684682,USD,-12.78922861,13.59314474,,1.61987274,1.92742689,11.64937827,,4.33529373,65645682,1.36505889,10.87569284,8.67755215
ELTX,"Elicio Therapeutics, Inc.",elicio-therapeutics,streaming,stock,common,100161731,USD,187.77625404,,,,,,,4.12926344,98877731,,,
ELUT,"Elutia, Inc.",aziyo-biologics,streaming,stock,common,131469280,USD,60.60133889,,-0.02951821,4.51500907,,,,4.52619077,139504280,5.62925833,,
ELV,"Elevance Health, Inc.",anthem,streaming,stock,common,90231410353,USD,-25.00520586,15.49598232,8.75118428,0.51350182,2.18521455,15.79183333,20.14915817,,122385410353,0.69218602,,
ELVN,"Enliven Therapeutics, Inc.",enliven-therapeutics,streaming,stock,common,1017736407,USD,41.43005095,,,,3.4129581,,,3.44451005,725933407,,,
EMBC,Embecta Corp.,embecta,streaming,stock,common,784814856,USD,0.24463166,13.42882722,2.86660698,0.70968766,,18.19303448,27.38397924,3.65203969,2160714856,1.95063181,8.25645723,7.04045245
EMCG,Embrace Change Acquisition Corp,embrace-change-acquisition,streaming,stock,common,54014284,USD,-34.1543529,52.25185833,,,2.69628747,,,5611.43637861,54905856,,,
EME,"EMCOR Group, Inc.",emcor,streaming,stock,common,18594209995,USD,34.73707405,18.98251739,0.30302745,1.27724603,6.37658415,13.4178732,14.1723457,14.09403751,17603813995,1.2085455,13.08967084,11.90619008
EMKR,EMCORE Corporation,emcore,streaming,stock,common,28105180.00000001,USD,-13.87410978,,,0.34335775,0.62234448,,,3.12707075,39419180.00000001,0.48618836,,
EML,Eastern Company (The),eastern-company-the,streaming,stock,common,173747343,USD,12.51397486,10.46710869,0.04558918,0.62058967,1.45712047,10.94527706,26.35256327,18.03564035,227175543,0.81325309,10.80817109,7.64937906
EMN,Eastman Chemical Company,eastman,streaming,stock,common,11269225879,USD,11.42295035,12.7306081,5.108938,1.2084073,1.94917018,8.88785159,16.62596657,13.66626643,15667225879,1.67134904,11.65716211,8.45505984
EMR,Emerson Electric Company,emerson,streaming,stock,common,68575882312.99999,USD,11.99762571,28.92102071,1.24894931,3.90517978,3.3467974,18.8011562,21.24547905,24.50651764,79886882313,4.55221849,25.97947392,16.90727668
ENFN,"Enfusion, Inc.",enfusion,streaming,stock,common,1480555392,USD,31.41480975,438.16793893,,7.48158619,15.31217905,48.63803442,74.33415261,30.6577014,1479638392,7.58170718,220.67686682,85.39495539
ENFY,Enlightify Inc.,china-green-agriculture,streaming,stock,common,17048117,USD,-51.65971873,,-0.0104859,0.20320587,0.1886141,,,0.35522779,-19589250,,,
ENGN,enGene Holdings Inc.,engene,streaming,stock,common,306375136,USD,-23.38483023,,,,1.12383082,,,1.13711879,92993136,,,
ENLV,Enlivex Therapeutics Ltd.,enlivex-therapeutics-ltd,streaming,stock,common,26387442,USD,-59.50942278,,,,0.99249016,,,1.03719625,2534442,,,
ENOV,Enovis Corporation,enovis,streaming,stock,common,2201637041,USD,-31.4794205,,-0.00165763,1.01059582,0.84285976,19.02636691,,44.83502709,3559838041,1.68902979,,12.80650874
ENPH,"Enphase Energy, Inc.",enphase-energy,streaming,stock,common,7594534279.999999,USD,-47.80302663,77.66188025,,6.35309706,9.1153659,15.41558526,16.49460463,4.61044287,7208177279.999999,5.41812191,79.6959211,41.94824849
ENR,"Energizer Holdings, Inc.",energizer-holdings,streaming,stock,common,2218458293.0000005,USD,8.93393576,38.75646361,,0.779142,15.77612584,6.84759817,10.15546727,11.48257274,5250658293,1.80926167,11.57807782,9.11889249
ENS,EnerSys,enersys,streaming,stock,common,4001596946.999999,USD,11.29614406,12.55551569,0.56766295,1.14809925,2.16883397,15.471173,28.19705933,8.74803836,4844481947,1.36331482,10.93816835,8.9548291
ENSC,"Ensysce Biosciences, Inc.",,streaming,stock,common,7033594,USD,144.0641349,,,0.78292698,0.72148044,,,0.85563214,2932387,0.6632253,,
ENSG,"The Ensign Group, Inc.",ensign-group,streaming,stock,common,7420361417.000001,USD,8.19268914,25.13037049,0.63658553,1.80364935,4.03792618,21.40993084,39.34049014,14.10873289,8871296417,2.09563744,26.71602461,21.31513782
